folio;depto;area;nro;s12a_01a;s12a_01b;s12a_01c;s12a_01d;s12a_01e;s12a_01f;s12a_01g;s12a_01h;s12a_01i;s12a_01j;s12a_01k;s12a_01l;s12a_01le;s12a_02;s12a_03_1;s12a_03_2;s12a_03_3;s12a_03_4;s12a_03_5;s12a_03_6;s12a_03_6e;s12a_04;s12a_04e;s12a_05_1;s12a_05_2;s12a_05_3;s12a_05_4;s12a_05_5;s12a_05_6;s12a_05_7;s12a_05_7e;upm;estrato;Ponderador
543-04224749127-A-0171;Potosí;Rural;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04224749127-A;23;,942051311423573
543-04224749127-A-0191;Potosí;Rural;3;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04224749127-A;23;1,41307696713536
543-04224749127-A-0201;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04224749127-A;23;1,88410262284715
543-04225355121-A-0041;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04225355121-A;23;,471025655711787
543-04225355121-A-0051;Potosí;Rural;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04225355121-A;23;2,35512827855893
543-04225355121-A-0071;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04225355121-A;23;,942051311423573
543-04225355121-A-0091;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04225355121-A;23;,942051311423573
543-04225355121-A-0101;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04225355121-A;23;,942051311423573
543-04602051944-A-0011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,533829076473358
543-04602051944-A-0041;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,533829076473358
543-04602051944-A-0061;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,800743614710037
543-04602051944-A-0071;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,266914538236679
543-04602051944-A-0081;Potosí;Rural;1;2. No;2. No;2. No;3. Prefiere no decirlo;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;543-04602051944-A;23;,533829076473358
543-04602051944-A-0101;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,266914538236679
543-04602051944-A-0111;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,800743614710037
543-04602051944-A-0131;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,533829076473358
543-04602051944-A-0141;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,800743614710037
543-04602051944-A-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543-04602051944-A;23;,533829076473358
543-04602051944-A-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;543-04602051944-A;23;,533829076473358
544-02761137630-A-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0041;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0051;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;2,39645784953255
544-02761137630-A-0071;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;,599114462383137
544-02761137630-A-0091;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0101;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0121;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;,599114462383137
544-02761137630-A-0141;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0191;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-02761137630-A-0201;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-02761137630-A;24;1,19822892476627
544-03122316788-A-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0031;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,317178244791072
544-03122316788-A-0051;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,317178244791072
544-03122316788-A-0061;Potosí;Rural;1;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;IDEOLOGÍA POLÍTICA;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;544-03122316788-A;24;,317178244791072
544-03122316788-A-0081;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0091;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0111;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;PORQUE NO TIENE BEBE;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0121;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0141;Potosí;Rural;2;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0151;Potosí;Rural;3;2. No;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;544-03122316788-A;24;,951534734373217
544-03122316788-A-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03122316788-A-0181;Potosí;Rural;1;4. No sabe;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03122316788-A;24;,634356489582145
544-03574159477-A-0011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,502483097482631
544-03574159477-A-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,502483097482631
544-03574159477-A-0031;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,502483097482631
544-03574159477-A-0041;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;1. Si;2. No;1. Si;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,502483097482631
544-03574159477-A-0051;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;1,00496619496526
544-03574159477-A-0061;Potosí;Rural;2;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;1. Si;2. No;2. No;2. No;1. Si;2. No; ;544-03574159477-A;24;,502483097482631
544-03574159477-A-0071;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,251241548741315
544-03574159477-A-0081;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,251241548741315
544-03574159477-A-0091;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,251241548741315
544-03574159477-A-0101;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,251241548741315
544-03574159477-A-0121;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,251241548741315
544-03574159477-A-0131;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03574159477-A;24;,753724646223946
544-03870999271-A-0071;Potosí;Rural;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;1. Si;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0091;Potosí;Rural;1;2. No;1. Si;1. Si;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0101;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;CONDICION POLITICA;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0121;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;POR ASPECTOS POLITICOS;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;544-03870999271-A;24;,599114462383137
544-03870999271-A-0141;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0161;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0171;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0191;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03870999271-A;24;,299557231191568
544-03870999271-A-0211;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;1. Si;2. No;2. No;2. No;2. No;1. Si;2. No; ;1. Si; ; ; ; ; ; ; ; ; ;544-03870999271-A;24;,599114462383137
544-03871363740-A-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03871363740-A;24;,599114462383137
544-03871363740-A-0031;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03871363740-A;24;,599114462383137
544-03871363740-A-0051;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-03871363740-A;24;,599114462383137
544-04348246835-D-0011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0061;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0111;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0161;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0211;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0321;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0371;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0421;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,687872160513972
544-04348246835-D-0471;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;1,03180824077096
544-04348246835-D-0521;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;,343936080256986
544-04348246835-D-0571;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544-04348246835-D;24;1,03180824077096
551-02615455385-D-0031;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;1,26210793211162
551-02615455385-D-0061;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;POR LA VENTA DE SUS PRODUCTOS;2. No; ; ; ; ; ; ; ; ; ;1. Si;2. No;2. No;2. No;2. No;2. No;2. No; ;551-02615455385-D;21;1,26210793211162
551-02615455385-D-0091;Potosí;Rural;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;1,26210793211162
551-02615455385-D-0121;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;1,68281057614882
551-02615455385-D-0151;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;,420702644037206
551-02615455385-D-0181;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;,841405288074412
551-02615455385-D-0211;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;,841405288074412
551-02615455385-D-0241;Potosí;Rural;1;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;1. Si;2. No;2. No; ;551-02615455385-D;21;,420702644037206
551-02615455385-D-0271;Potosí;Rural;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;,841405288074412
551-02615455385-D-0301;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;,420702644037206
551-02615455385-D-0331;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;1,26210793211162
551-02615455385-D-0361;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-02615455385-D;21;,841405288074412
551-03597634460-D-0011;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0021;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0041;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0051;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0061;Potosí;Rural;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,233340537539762
551-03597634460-D-0071;Potosí;Rural;1;4. No sabe;3. Prefiere no decirlo;2. No;3. Prefiere no decirlo;3. Prefiere no decirlo;1. Si;2. No;2. No;2. No;3. Prefiere no decirlo;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0081;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0091;Potosí;Rural;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,233340537539762
551-03597634460-D-0111;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,233340537539762
551-03597634460-D-0121;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,466681075079524
551-03597634460-D-0131;Potosí;Rural;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,700021612619286
551-03597634460-D-0141;Potosí;Rural;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551-03597634460-D;21;,233340537539762
